Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
19‑Mar‑2007,Miami Masters,Hard,R16,2,63,(2)Nadal d. Juan Martin Del Potro [ARG],6-0 6-4,Rafael Nadal,Juan Martin Del Potro,W,,1.56,5.7%,0.0%,67.9%,72.2%,58.8%,2/2,1:29
19‑Mar‑2007,Miami Masters,Hard,R32,2,36,(2)Nadal d. (30)Olivier Rochus [BEL],W/O,Rafael Nadal,Olivier Rochus,W,,,,,,,,,
19‑Mar‑2007,Miami Masters,Hard,R64,2,127,(2)Nadal d. (Q)Ricardo Mello [BRA],7-6(7) 6-2,Rafael Nadal,Ricardo Mello,W,,1.49,6.3%,0.0%,63.5%,82.5%,60.9%,1/1,1:46
5‑Mar‑2007,Indian Wells Masters,Hard,F,2,13,(2)Nadal d. (12)Novak Djokovic [SRB],6-2 7-5,Rafael Nadal,Novak Djokovic,W,(ch),1.34,3.1%,1.5%,67.7%,72.7%,66.7%,3/3,1:34
5‑Mar‑2007,Indian Wells Masters,Hard,SF,2,3,(2)Nadal d. (3)Andy Roddick [USA],6-4 6-3,Rafael Nadal,Andy Roddick,W,(ch),2.00,13.3%,2.2%,84.4%,81.6%,71.4%,0/0,1:14
5‑Mar‑2007,Indian Wells Masters,Hard,QF,2,31,(2)Nadal d. (30)Juan Ignacio Chela [ARG],7-5 7-5,Rafael Nadal,Juan Ignacio Chela,W,,1.22,2.9%,7.1%,67.1%,78.7%,39.1%,2/4,1:56
5‑Mar‑2007,Indian Wells Masters,Hard,R16,2,23,(2)Nadal d. (22)Juan Carlos Ferrero [ESP],6-1 6-1,Rafael Nadal,Juan Carlos Ferrero,W,,2.27,9.8%,0.0%,63.4%,80.8%,60.0%,5/5,1:02
5‑Mar‑2007,Indian Wells Masters,Hard,R32,2,33,(2)Nadal d. (32)Fernando Verdasco [ESP],6-4 6-4,Rafael Nadal,Fernando Verdasco,W,,1.39,7.7%,1.9%,65.4%,79.4%,72.2%,0/0,1:27
5‑Mar‑2007,Indian Wells Masters,Hard,R64,2,53,(2)Nadal d. Arnaud Clement [FRA],6-3 7-6(3),Rafael Nadal,Arnaud Clement,W,,1.14,15.2%,9.1%,59.1%,79.5%,51.9%,5/6,1:44
26‑Feb‑2007,Dubai,Hard,QF,2,18,Mikhail Youzhny [RUS] d. (2)Nadal,7-6(5) 6-3,Rafael Nadal,Mikhail Youzhny,L,,0.82,2.7%,4.1%,56.2%,63.4%,65.6%,4/6,1:54
26‑Feb‑2007,Dubai,Hard,R16,2,139,(2)Nadal d. Igor Andreev [RUS],6-2 3-6 7-6(2),Rafael Nadal,Igor Andreev,W,,1.26,1.1%,1.1%,71.3%,71.0%,68.0%,3/5,2:33
26‑Feb‑2007,Dubai,Hard,R32,2,17,(2)Nadal d. Marcos Baghdatis [CYP],3-6 6-2 6-3,Rafael Nadal,Marcos Baghdatis,W,,1.58,7.7%,0.0%,64.6%,81.0%,60.9%,3/5,1:58
15‑Jan‑2007,Australian Open,Hard,QF,2,9,(10)Fernando Gonzalez [CHI] d. (2)Nadal,6-2 6-4 6-3,Rafael Nadal,Fernando Gonzalez,L,(ch),0.77,1.3%,2.5%,70.9%,69.6%,34.8%,3/8,2:05
15‑Jan‑2007,Australian Open,Hard,R16,2,16,(2)Nadal d. (15)Andy Murray [GBR],6-7(3) 6-4 4-6 6-3 6-1,Rafael Nadal,Andy Murray,W,(ch),1.17,3.2%,0.6%,72.9%,69.0%,54.8%,14/17,3:51
15‑Jan‑2007,Australian Open,Hard,R32,2,40,(2)Nadal d. (31)Stan Wawrinka [SUI],6-2 6-2 6-2,Rafael Nadal,Stan Wawrinka,W,,1.93,1.4%,4.3%,73.9%,84.3%,38.9%,0/1,2:03
15‑Jan‑2007,Australian Open,Hard,R64,2,61,(2)Nadal d. Philipp Kohlschreiber [GER],7-5 6-3 4-6 6-2,Rafael Nadal,Philipp Kohlschreiber,W,,1.21,3.2%,4.8%,64.8%,70.4%,50.0%,9/13,3:30
15‑Jan‑2007,Australian Open,Hard,R128,2,90,(2)Nadal d. Robert Kendrick [USA],7-6(6) 6-3 6-2,Rafael Nadal,Robert Kendrick,W,(ch),1.54,8.0%,2.3%,60.9%,75.5%,70.6%,0/0,2:07
8‑Jan‑2007,Sydney,Hard,R32,2,107,(WC)Chris Guccione [AUS] d. (1)Nadal,6-5 RET,Rafael Nadal,Chris Guccione,L,,0.50,11.1%,0.0%,63.0%,76.5%,80.0%,2/2,0:39
1‑Jan‑2007,Chennai,Hard,SF,2,37,(3)Xavier Malisse [BEL] d. (1)Nadal,6-4 7-6(4),Rafael Nadal,Xavier Malisse,L,,1.14,3.0%,0.0%,64.2%,76.7%,58.3%,4/5,2:07
1‑Jan‑2007,Chennai,Hard,QF,2,106,(1)Nadal d. Davide Sanguinetti [ITA],6-3 6-2,Rafael Nadal,Davide Sanguinetti,W,,3.29,16.7%,7.1%,50.0%,95.2%,76.2%,0/0,1:00
1‑Jan‑2007,Chennai,Hard,R16,2,480,(1)Nadal d. (WC)Karan Rastogi [IND],6-4 6-1,Rafael Nadal,Karan Rastogi,W,,1.82,10.9%,2.2%,56.5%,73.1%,75.0%,0/0,1:24
1‑Jan‑2007,Chennai,Hard,R32,2,96,(1)Nadal d. Rainer Schuettler [GER],6-4 6-2,Rafael Nadal,Rainer Schuettler,W,,1.64,10.0%,4.0%,46.0%,78.3%,66.7%,2/3,1:27
13‑Nov‑2006,Masters Cup,Hard,SF,2,1,Roger Federer [SUI] d. Nadal,6-4 7-5,Rafael Nadal,Roger Federer,L,(ch),0.73,0.0%,2.5%,68.8%,60.0%,56.0%,8/11,1:53
13‑Nov‑2006,Masters Cup,Hard,RR,2,3,Nadal d. Nikolay Davydenko [RUS],5-7 6-4 6-4,Rafael Nadal,Nikolay Davydenko,W,,0.72,4.3%,2.6%,67.2%,71.8%,50.0%,4/5,2:45
13‑Nov‑2006,Masters Cup,Hard,RR,2,8,James Blake [USA] d. Nadal,6-4 7-6(0),Rafael Nadal,James Blake,L,,0.85,1.3%,4.0%,68.0%,51.0%,54.2%,8/13,1:43
13‑Nov‑2006,Masters Cup,Hard,RR,2,6,Nadal d. Tommy Robredo [ESP],7-6(2) 6-2,Rafael Nadal,Tommy Robredo,W,,1.32,3.1%,0.0%,76.9%,70.0%,53.3%,5/6,1:42
16‑Oct‑2006,Madrid Masters,Hard,QF,2,11,(11)Tomas Berdych [CZE] d. (2)Nadal,6-3 7-6(6),Rafael Nadal,Tomas Berdych,L,,0.97,6.3%,3.1%,67.2%,72.1%,52.4%,0/1,1:47
16‑Oct‑2006,Madrid Masters,Hard,R16,2,13,(2)Nadal d. (13)Tommy Haas [GER],6-4 6-3,Rafael Nadal,Tommy Haas,W,,1.93,8.2%,6.1%,61.2%,90.0%,57.9%,1/1,1:27
16‑Oct‑2006,Madrid Masters,Hard,R32,2,54,(2)Nadal d. (Q)Mardy Fish [USA],6-4 6-2,Rafael Nadal,Mardy Fish,W,,1.81,6.3%,0.0%,64.6%,74.2%,82.4%,2/2,1:22
9‑Oct‑2006,Stockholm,Hard,R16,2,690,(WC)Joachim Johansson [SWE] d. (1)Nadal,6-4 7-6(4),Rafael Nadal,Joachim Johansson,L,,1.23,5.1%,0.0%,55.9%,78.8%,65.4%,1/3,1:52
9‑Oct‑2006,Stockholm,Hard,R32,2,90,(1)Nadal d. Raemon Sluiter [NED],6-4 6-2,Rafael Nadal,Raemon Sluiter,W,,1.39,8.5%,1.7%,49.2%,75.9%,66.7%,4/4,1:32
22‑Sep‑2006,Davis Cup WG PO: ESP vs ITA,Clay,RR,2,69,Nadal d. Andreas Seppi [ITA],6-0 6-4 6-3,Rafael Nadal,Andreas Seppi,W,,,,,,,,,
22‑Sep‑2006,Davis Cup WG PO: ESP vs ITA,Clay,RR,2,38,Nadal d. Filippo Volandri [ITA],3-6 7-5 6-3 6-3,Rafael Nadal,Filippo Volandri,W,,,,,,,,,
28‑Aug‑2006,US Open,Hard,QF,2,54,Mikhail Youzhny [RUS] d. (2)Nadal,6-3 5-7 7-6(5) 6-1,Rafael Nadal,Mikhail Youzhny,L,,0.75,0.8%,0.8%,63.4%,66.7%,48.9%,5/9,3:15
28‑Aug‑2006,US Open,Hard,R16,2,179,(2)Nadal d. Jiri Novak [CZE],6-1 7-6(3) 6-4,Rafael Nadal,Jiri Novak,W,,1.45,6.7%,1.1%,60.0%,79.6%,61.1%,1/2,2:09
28‑Aug‑2006,US Open,Hard,R32,2,82,(2)Nadal d. Wesley Moodie [RSA],6-4 7-6(5) 7-6(4),Rafael Nadal,Wesley Moodie,W,,1.54,7.9%,3.0%,73.3%,77.0%,74.1%,2/3,2:49
28‑Aug‑2006,US Open,Hard,R64,2,61,(2)Nadal d. Luis Horna [PER],6-4 4-6 6-4 6-2,Rafael Nadal,Luis Horna,W,,1.56,7.2%,0.0%,69.1%,76.1%,73.3%,2/4,2:43
28‑Aug‑2006,US Open,Hard,R128,2,113,(2)Nadal d. (WC)Mark Philippoussis [AUS],6-4 6-4 6-4,Rafael Nadal,Mark Philippoussis,W,,1.82,8.9%,1.3%,59.5%,87.2%,68.8%,4/4,2:02
14‑Aug‑2006,Cincinnati Masters,Hard,QF,2,31,Juan Carlos Ferrero [ESP] d. (2)Nadal,7-6(2) 7-6(3),Rafael Nadal,Juan Carlos Ferrero,L,,0.91,10.8%,2.7%,62.2%,67.4%,64.3%,1/2,2:43
14‑Aug‑2006,Cincinnati Masters,Hard,R16,2,17,(2)Nadal d. (14)Tommy Haas [GER],7-6(5) 6-3,Rafael Nadal,Tommy Haas,W,,1.60,8.1%,3.2%,62.9%,79.5%,69.6%,2/3,1:52
14‑Aug‑2006,Cincinnati Masters,Hard,R32,2,73,(2)Nadal d. (Q)Hyung Taik Lee [KOR],6-4 6-3,Rafael Nadal,Hyung Taik Lee,W,,2.12,2.2%,2.2%,71.1%,87.5%,61.5%,0/0,1:19
14‑Aug‑2006,Cincinnati Masters,Hard,R64,2,178,(2)Nadal d. (WC)Sam Querrey [USA],6-7(5) 6-2 6-3,Rafael Nadal,Sam Querrey,W,,1.36,4.5%,4.5%,62.5%,80.0%,63.6%,0/0,2:02
7‑Aug‑2006,Canada Masters,Hard,R16,2,14,(13)Tomas Berdych [CZE] d. (2)Nadal,6-1 3-6 6-2,Rafael Nadal,Tomas Berdych,L,,0.72,4.2%,1.4%,63.4%,66.7%,42.3%,2/6,1:49
7‑Aug‑2006,Canada Masters,Hard,R32,2,85,(2)Nadal d. (Q)Hyung Taik Lee [KOR],6-4 6-3,Rafael Nadal,Hyung Taik Lee,W,(ch),1.37,3.7%,1.9%,63.0%,76.5%,40.0%,1/3,1:28
7‑Aug‑2006,Canada Masters,Hard,R64,2,38,(2)Nadal d. Nicolas Massu [CHI],6-3 6-2,Rafael Nadal,Nicolas Massu,W,,1.43,0.0%,1.6%,54.1%,69.7%,57.1%,7/8,1:49
26‑Jun‑2006,Wimbledon,Grass,F,2,1,(1)Roger Federer [SUI] d. (2)Nadal,6-0 7-6(5) 6-7(2) 6-3,Rafael Nadal,Roger Federer,L,(ch),0.76,7.1%,2.4%,74.0%,68.1%,42.4%,4/10,2:58
26‑Jun‑2006,Wimbledon,Grass,SF,2,16,(2)Nadal d. (18)Marcos Baghdatis [CYP],6-1 7-5 6-3,Rafael Nadal,Marcos Baghdatis,W,(ch),1.26,3.9%,0.0%,72.8%,69.3%,57.1%,9/9,2:27
26‑Jun‑2006,Wimbledon,Grass,QF,2,18,(2)Nadal d. (22)Jarkko Nieminen [FIN],6-3 6-4 6-4,Rafael Nadal,Jarkko Nieminen,W,,1.21,5.8%,1.9%,71.8%,75.7%,51.7%,2/2,2:15
26‑Jun‑2006,Wimbledon,Grass,R16,2,166,(2)Nadal d. (Q)Irakli Labadze [GEO],6-3 7-6(4) 6-3,Rafael Nadal,Irakli Labadze,W,(ch),1.93,8.2%,0.0%,63.5%,79.6%,83.9%,0/0,2:12
26‑Jun‑2006,Wimbledon,Grass,R32,2,20,(2)Nadal d. (25)Andre Agassi [USA],7-6(5) 6-2 6-4,Rafael Nadal,Andre Agassi,W,(ch),2.00,22.8%,2.5%,70.9%,87.5%,65.2%,0/0,2:14
26‑Jun‑2006,Wimbledon,Grass,R64,2,237,(2)Nadal d. (Q)Robert Kendrick [USA],6-7(4) 3-6 7-6(2) 7-5 6-4,Rafael Nadal,Robert Kendrick,W,,1.30,4.6%,2.0%,75.7%,80.9%,64.9%,1/2,3:46
26‑Jun‑2006,Wimbledon,Grass,R128,2,135,(2)Nadal d. (WC)Alex Bogdanovic [GBR],6-4 7-6(3) 6-4,Rafael Nadal,Alex Bogdanovic,W,,1.17,2.8%,2.8%,73.1%,75.9%,48.3%,4/5,2:32
12‑Jun‑2006,Queen's Club,Grass,QF,2,13,(8)Lleyton Hewitt [AUS] d. (1)Nadal,3-6 6-3 RET,Rafael Nadal,Lleyton Hewitt,L,(ch),0.92,5.8%,5.8%,56.5%,74.4%,40.0%,11/13,1:25
12‑Jun‑2006,Queen's Club,Grass,R16,2,30,(1)Nadal d. (Q)Fernando Verdasco [ESP],2-6 7-6(3) 7-6(3),Rafael Nadal,Fernando Verdasco,W,(ch),1.03,1.8%,1.8%,71.4%,63.7%,46.9%,7/13,3:01
12‑Jun‑2006,Queen's Club,Grass,R32,2,86,(1)Nadal d. (WC)Mardy Fish [USA],7-6(1) 6-1,Rafael Nadal,Mardy Fish,W,,1.57,6.6%,1.6%,65.6%,87.5%,52.4%,2/2,1:16
29‑May‑2006,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],1-6 6-1 6-4 7-6(4),Rafael Nadal,Roger Federer,W,(ch),1.20,2.7%,0.0%,76.6%,69.4%,65.4%,7/10,3:02
29‑May‑2006,Roland Garros,Clay,SF,2,4,(2)Nadal d. (4)Ivan Ljubicic [CRO],6-4 6-2 7-6(7),Rafael Nadal,Ivan Ljubicic,W,(ch),1.35,7.4%,0.0%,68.4%,78.5%,56.7%,1/2,2:49
29‑May‑2006,Roland Garros,Clay,QF,2,63,(2)Nadal d. Novak Djokovic [SRB],6-4 6-4 RET,Rafael Nadal,Novak Djokovic,W,(ch),1.44,5.1%,0.0%,79.7%,63.8%,58.3%,3/6,1:54
29‑May‑2006,Roland Garros,Clay,R16,2,14,(2)Nadal d. (14)Lleyton Hewitt [AUS],6-2 5-7 6-4 6-2,Rafael Nadal,Lleyton Hewitt,W,(ch),1.36,0.9%,3.5%,69.9%,67.1%,61.8%,5/9,3:17
29‑May‑2006,Roland Garros,Clay,R32,2,32,(2)Nadal d. (29)Paul Henri Mathieu [FRA],5-7 6-4 6-4 6-4,Rafael Nadal,Paul Henri Mathieu,W,,1.17,4.7%,0.8%,68.2%,61.4%,56.1%,7/13,4:53
29‑May‑2006,Roland Garros,Clay,R64,2,116,(2)Nadal d. (LL)Kevin Kim [USA],6-2 6-1 6-4,Rafael Nadal,Kevin Kim,W,,1.79,2.6%,0.0%,73.7%,73.2%,75.0%,3/3,1:58
29‑May‑2006,Roland Garros,Clay,R128,2,50,(2)Nadal d. Robin Soderling [SWE],6-2 7-5 6-1,Rafael Nadal,Robin Soderling,W,,1.56,1.2%,3.7%,69.1%,75.0%,48.0%,5/7,2:08
8‑May‑2006,Rome Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-7(0) 7-6(5) 6-4 2-6 7-6(5),Rafael Nadal,Roger Federer,W,(ch),0.98,2.3%,0.6%,85.0%,68.7%,53.8%,6/10,5:05
8‑May‑2006,Rome Masters,Clay,SF,2,35,(2)Nadal d. Gael Monfils [FRA],6-2 6-2,Rafael Nadal,Gael Monfils,W,(ch),1.44,0.0%,0.0%,76.5%,61.5%,58.3%,2/3,1:17
8‑May‑2006,Rome Masters,Clay,QF,2,9,(2)Nadal d. (10)Fernando Gonzalez [CHI],6-4 6-3,Rafael Nadal,Fernando Gonzalez,W,,1.43,0.0%,1.9%,84.9%,68.9%,50.0%,2/4,1:42
8‑May‑2006,Rome Masters,Clay,R16,2,70,(2)Nadal d. Tim Henman [GBR],6-2 6-2,Rafael Nadal,Tim Henman,W,,2.23,2.4%,0.0%,78.0%,78.1%,77.8%,0/0,1:11
8‑May‑2006,Rome Masters,Clay,R32,2,46,(2)Nadal d. Filippo Volandri [ITA],6-1 6-2,Rafael Nadal,Filippo Volandri,W,,1.90,0.0%,1.9%,65.4%,79.4%,50.0%,4/4,1:11
8‑May‑2006,Rome Masters,Clay,R64,2,33,(2)Nadal d. Carlos Moya [ESP],6-1 2-6 6-2,Rafael Nadal,Carlos Moya,W,(ch),1.18,1.4%,2.9%,81.4%,64.9%,53.8%,2/4,1:54
24‑Apr‑2006,Barcelona,Clay,F,2,15,(1)Nadal d. (6)Tommy Robredo [ESP],6-4 6-4 6-0,Rafael Nadal,Tommy Robredo,W,(ch),1.46,2.4%,4.7%,71.8%,72.1%,62.5%,3/3,2:19
24‑Apr‑2006,Barcelona,Clay,SF,2,57,(1)Nadal d. Nicolas Almagro [ESP],7-6(2) 6-3,Rafael Nadal,Nicolas Almagro,W,,1.32,7.4%,1.5%,70.6%,79.2%,50.0%,1/2,1:40
24‑Apr‑2006,Barcelona,Clay,QF,2,20,(1)Nadal d. (7)Jarkko Nieminen [FIN],4-6 6-4 6-3,Rafael Nadal,Jarkko Nieminen,W,,1.21,1.2%,1.2%,69.9%,67.2%,48.0%,5/9,2:18
24‑Apr‑2006,Barcelona,Clay,R16,2,164,(1)Nadal d. (Q)Ivan Navarro [ESP],6-4 6-2,Rafael Nadal,Ivan Navarro,W,,1.42,0.0%,1.8%,68.4%,74.4%,61.1%,1/1,1:29
24‑Apr‑2006,Barcelona,Clay,R32,2,38,(1)Nadal d. Feliciano Lopez [ESP],6-4 6-2,Rafael Nadal,Feliciano Lopez,W,,1.60,2.1%,2.1%,66.7%,65.6%,75.0%,2/4,1:14
17‑Apr‑2006,Monte Carlo Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-2 6-7(2) 6-3 7-6(5),Rafael Nadal,Roger Federer,W,(ch),1.12,0.7%,2.6%,69.7%,66.0%,52.2%,14/18,3:50
17‑Apr‑2006,Monte Carlo Masters,Clay,SF,2,8,(2)Nadal d. (7)Gaston Gaudio [ARG],5-7 6-1 6-1,Rafael Nadal,Gaston Gaudio,W,(ch),1.39,0.0%,1.3%,65.0%,67.3%,53.6%,5/8,2:39
17‑Apr‑2006,Monte Carlo Masters,Clay,QF,2,9,(2)Nadal d. (6)Guillermo Coria [ARG],6-2 6-1,Rafael Nadal,Guillermo Coria,W,,1.77,9.3%,0.0%,76.7%,63.6%,60.0%,6/8,1:10
17‑Apr‑2006,Monte Carlo Masters,Clay,R16,2,57,(2)Nadal d. Kristof Vliegen [BEL],6-3 6-3,Rafael Nadal,Kristof Vliegen,W,,1.33,3.3%,3.3%,82.0%,66.0%,45.5%,2/3,1:45
17‑Apr‑2006,Monte Carlo Masters,Clay,R32,2,154,(2)Nadal d. (WC)Jean Rene Lisnard [MON],6-4 6-1,Rafael Nadal,Jean Rene Lisnard,W,,1.66,0.0%,2.1%,70.8%,73.5%,57.1%,3/4,1:28
17‑Apr‑2006,Monte Carlo Masters,Clay,R64,2,56,(2)Nadal d. Arnaud Clement [FRA],6-4 6-4,Rafael Nadal,Arnaud Clement,W,,1.32,0.0%,1.6%,75.0%,62.5%,68.8%,6/8,1:36
20‑Mar‑2006,Miami Masters,Hard,R64,2,35,Carlos Moya [ESP] d. (2)Nadal,2-6 6-1 6-1,Rafael Nadal,Carlos Moya,L,,0.77,2.7%,4.1%,63.5%,57.4%,40.7%,6/12,1:43
6‑Mar‑2006,Indian Wells Masters,Hard,SF,2,14,(12)James Blake [USA] d. (2)Nadal,7-5 6-3,Rafael Nadal,James Blake,L,(ch),0.78,3.2%,4.8%,66.1%,68.3%,38.1%,4/7,1:31
6‑Mar‑2006,Indian Wells Masters,Hard,QF,2,27,(2)Nadal d. (25)Marcos Baghdatis [CYP],7-5 6-0,Rafael Nadal,Marcos Baghdatis,W,,1.50,1.8%,1.8%,77.2%,72.7%,46.2%,2/3,1:38
6‑Mar‑2006,Indian Wells Masters,Hard,R16,2,22,(2)Nadal d. (20)Sebastien Grosjean [FRA],6-4 6-2,Rafael Nadal,Sebastien Grosjean,W,,1.62,4.0%,0.0%,68.0%,67.6%,68.8%,5/7,1:24
6‑Mar‑2006,Indian Wells Masters,Hard,R32,2,294,(2)Nadal d. (WC)Mardy Fish [USA],6-1 6-4,Rafael Nadal,Mardy Fish,W,,1.74,2.1%,4.3%,61.7%,75.9%,66.7%,0/0,1:28
6‑Mar‑2006,Indian Wells Masters,Hard,R64,2,87,(2)Nadal d. Jan Hernych [CZE],6-4 6-4,Rafael Nadal,Jan Hernych,W,,1.18,5.1%,1.7%,61.0%,80.6%,56.5%,1/1,1:25
27‑Feb‑2006,Dubai,Hard,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],2-6 6-4 6-4,Rafael Nadal,Roger Federer,W,(ch),0.80,1.3%,1.3%,70.0%,67.9%,54.2%,0/3,1:53
27‑Feb‑2006,Dubai,Hard,SF,2,98,(2)Nadal d. Rainer Schuettler [GER],6-4 6-2,Rafael Nadal,Rainer Schuettler,W,,1.35,11.3%,5.7%,69.8%,78.4%,37.5%,2/3,1:29
27‑Feb‑2006,Dubai,Hard,QF,2,49,(2)Nadal d. (WC)Tim Henman [GBR],7-6(1) 6-1,Rafael Nadal,Tim Henman,W,,1.49,12.5%,1.6%,81.3%,75.0%,58.3%,8/9,1:27
27‑Feb‑2006,Dubai,Hard,R16,2,211,(2)Nadal d. (Q)Younes El Aynaoui [MAR],W/O,Rafael Nadal,Younes El Aynaoui,W,,,,,,,,,
27‑Feb‑2006,Dubai,Hard,R32,2,34,(2)Nadal d. Paul Henri Mathieu [FRA],6-7(5) 6-1 6-2,Rafael Nadal,Paul Henri Mathieu,W,,1.22,9.0%,3.0%,62.0%,75.8%,52.6%,7/7,2:33
13‑Feb‑2006,Marseille,Hard,SF,2,65,(WC)Arnaud Clement [FRA] d. (1)Nadal,2-6 6-3 7-5,Rafael Nadal,Arnaud Clement,L,,0.89,5.4%,1.1%,62.4%,63.8%,62.9%,7/9,1:55
13‑Feb‑2006,Marseille,Hard,QF,2,35,(1)Nadal d. Paul Henri Mathieu [FRA],7-5 6-4,Rafael Nadal,Paul Henri Mathieu,W,,0.97,9.6%,4.8%,66.3%,70.9%,57.1%,6/6,2:02
13‑Feb‑2006,Marseille,Hard,R16,2,80,(1)Nadal d. (WC)Gilles Simon [FRA],7-5 6-4,Rafael Nadal,Gilles Simon,W,,0.99,1.4%,2.8%,73.2%,69.2%,52.6%,3/4,1:43
13‑Feb‑2006,Marseille,Hard,R32,2,30,(1)Nadal d. Olivier Rochus [BEL],4-6 6-2 7-5,Rafael Nadal,Olivier Rochus,W,,1.25,3.7%,1.2%,61.7%,64.0%,54.8%,3/8,2:25
17‑Oct‑2005,Madrid Masters,Hard,F,2,12,(1)Nadal d. (8)Ivan Ljubicic [CRO],3-6 2-6 6-3 6-4 7-6(3),Rafael Nadal,Ivan Ljubicic,W,(ch),0.86,3.8%,1.3%,77.4%,71.5%,36.1%,8/13,3:53
17‑Oct‑2005,Madrid Masters,Hard,SF,2,21,(1)Nadal d. (16)Robby Ginepri [USA],7-5 7-6(1),Rafael Nadal,Robby Ginepri,W,(ch),1.21,2.8%,2.8%,66.2%,68.1%,62.5%,0/2,1:41
17‑Oct‑2005,Madrid Masters,Hard,QF,2,14,(1)Nadal d. (10)Radek Stepanek [CZE],7-6(9) 6-4,Rafael Nadal,Radek Stepanek,W,,1.05,0.0%,2.3%,67.8%,66.1%,64.3%,3/4,1:51
17‑Oct‑2005,Madrid Masters,Hard,R16,2,17,(1)Nadal d. (13)Tommy Robredo [ESP],6-2 6-4,Rafael Nadal,Tommy Robredo,W,,1.57,4.0%,4.0%,66.0%,75.8%,58.8%,0/1,1:19
17‑Oct‑2005,Madrid Masters,Hard,R32,2,42,(1)Nadal d. Victor Hanescu [ROU],7-6(5) 6-3,Rafael Nadal,Victor Hanescu,W,,1.85,3.7%,1.9%,66.7%,80.6%,72.2%,0/1,1:40
23‑Sep‑2005,Davis Cup WG PO: ITA vs ESP,Clay,RR,2,92,Nadal d. Daniele Bracciali [ITA],6-3 6-2 6-1,Rafael Nadal,Daniele Bracciali,W,,,,,,,,,
23‑Sep‑2005,Davis Cup WG PO: ITA vs ESP,Clay,RR,2,78,Nadal d. Andreas Seppi [ITA],6-1 6-2 5-7 6-4,Rafael Nadal,Andreas Seppi,W,,,,,,,,,
12‑Sep‑2005,Beijing,Hard,F,2,8,(1)Nadal d. (2)Guillermo Coria [ARG],5-7 6-1 6-2,Rafael Nadal,Guillermo Coria,W,(ch),1.30,5.2%,0.0%,80.5%,69.4%,53.3%,2/4,1:56
12‑Sep‑2005,Beijing,Hard,SF,2,23,(1)Nadal d. (6)Juan Carlos Ferrero [ESP],6-4 6-4,Rafael Nadal,Juan Carlos Ferrero,W,,1.54,6.0%,2.0%,58.0%,79.3%,71.4%,0/1,1:29
12‑Sep‑2005,Beijing,Hard,QF,2,115,(1)Nadal d. Peter Wessels [NED],7-6(3) 6-2,Rafael Nadal,Peter Wessels,W,,1.62,6.5%,4.8%,64.5%,80.0%,63.6%,3/4,1:23
12‑Sep‑2005,Beijing,Hard,R16,2,95,(1)Nadal d. Justin Gimelstob [USA],5-7 6-4 6-4,Rafael Nadal,Justin Gimelstob,W,,1.14,4.8%,0.0%,72.1%,70.7%,62.1%,10/12,2:32
12‑Sep‑2005,Beijing,Hard,R32,2,100,(1)Nadal d. Jimmy Wang [TPE],6-2 6-4,Rafael Nadal,Jimmy Wang,W,,1.20,3.3%,4.9%,62.3%,65.8%,47.8%,3/5,1:28
29‑Aug‑2005,US Open,Hard,R32,2,49,(WC)James Blake [USA] d. (2)Nadal,6-4 4-6 6-3 6-1,Rafael Nadal,James Blake,L,,0.77,2.9%,3.9%,77.5%,60.8%,43.5%,1/7,2:25
29‑Aug‑2005,US Open,Hard,R64,2,352,(2)Nadal d. (WC)Scoville Jenkins [USA],6-4 7-5 6-4,Rafael Nadal,Scoville Jenkins,W,(ch),1.93,5.0%,2.5%,65.0%,76.9%,82.1%,5/6,2:26
29‑Aug‑2005,US Open,Hard,R128,2,132,(2)Nadal d. (WC)Bobby Reynolds [USA],6-3 6-3 6-4,Rafael Nadal,Bobby Reynolds,W,,2.75,13.4%,1.5%,70.1%,91.5%,70.0%,2/2,1:49
15‑Aug‑2005,Cincinnati Masters,Hard,R64,2,36,Tomas Berdych [CZE] d. (2)Nadal,6-7(4) 6-2 7-6(3),Rafael Nadal,Tomas Berdych,L,,0.92,3.6%,5.4%,53.2%,69.5%,53.8%,2/6,2:57
8‑Aug‑2005,Canada Masters,Hard,F,2,7,(1)Nadal d. (4)Andre Agassi [USA],6-3 4-6 6-2,Rafael Nadal,Andre Agassi,W,(ch),1.31,8.6%,1.2%,66.7%,72.2%,70.4%,2/3,1:58
8‑Aug‑2005,Canada Masters,Hard,SF,2,63,(1)Nadal d. Paul Henri Mathieu [FRA],6-4 7-5,Rafael Nadal,Paul Henri Mathieu,W,(ch),1.19,5.6%,5.6%,67.6%,77.1%,43.5%,4/5,1:50
8‑Aug‑2005,Canada Masters,Hard,QF,2,11,(1)Nadal d. (8)Mariano Puerta [ARG],6-3 6-1,Rafael Nadal,Mariano Puerta,W,(ch),3.17,7.9%,0.0%,65.8%,84.0%,84.6%,0/0,1:10
